study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_selection	base_count	first_public	last_updated	study_title	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title
PRJEB42019	SAMEA7723439	ERX4803428	ERR4993942	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.33.s007	AMPLICON	PCR	7965685	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993942/ERR4993942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993942/13114.mayer.33.s007.R1.fastq.gz			qiita_sid_13114:13114.mayer.33.s007	13114.mayer.33.s007
PRJEB42019	SAMEA7723440	ERX4803429	ERR4993943	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s001	AMPLICON	PCR	4176644	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993943/ERR4993943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993943/13114.mayer.34.s001.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s001	13114.mayer.34.s001
PRJEB42019	SAMEA7723441	ERX4803430	ERR4993944	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s002	AMPLICON	PCR	6015236	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993944/ERR4993944.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993944/13114.mayer.34.s002.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s002	13114.mayer.34.s002
PRJEB42019	SAMEA7723442	ERX4803431	ERR4993945	556182	freshwater sediment metagenome	ILLUMINA	Illumina MiSeq	13114.mayer.34.s006	AMPLICON	PCR	5138374	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993945/ERR4993945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993945/13114.mayer.34.s006.R1.fastq.gz			qiita_sid_13114:13114.mayer.34.s006	13114.mayer.34.s006
PRJEB42019	SAMEA7723443	ERX4803432	ERR4993946	942017	activated sludge metagenome	ILLUMINA	Illumina MiSeq	13114.mcmahon.21.s009	AMPLICON	PCR	3222538	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993946/ERR4993946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993946/13114.mcmahon.21.s009.R1.fastq.gz			qiita_sid_13114:13114.mcmahon.21.s009	13114.mcmahon.21.s009
PRJEB42019	SAMEA7723444	ERX4803433	ERR4993947	942017	activated sludge metagenome	ILLUMINA	Illumina MiSeq	13114.mcmahon.21.s010	AMPLICON	PCR	4915403	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993947/ERR4993947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993947/13114.mcmahon.21.s010.R1.fastq.gz			qiita_sid_13114:13114.mcmahon.21.s010	13114.mcmahon.21.s010
PRJEB42019	SAMEA7723445	ERX4803434	ERR4993948	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s001	AMPLICON	PCR	4638274	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993948/ERR4993948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993948/13114.metcalf.40.s001.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s001	13114.metcalf.40.s001
PRJEB42019	SAMEA7723446	ERX4803435	ERR4993949	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s005	AMPLICON	PCR	8556204	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993949/ERR4993949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993949/13114.metcalf.40.s005.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s005	13114.metcalf.40.s005
PRJEB42019	SAMEA7723447	ERX4803436	ERR4993950	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s006	AMPLICON	PCR	7064145	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993950/ERR4993950.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993950/13114.metcalf.40.s006.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s006	13114.metcalf.40.s006
PRJEB42019	SAMEA7723448	ERX4803437	ERR4993951	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s009	AMPLICON	PCR	5957028	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993951/ERR4993951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993951/13114.metcalf.40.s009.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s009	13114.metcalf.40.s009
PRJEB42019	SAMEA7723449	ERX4803438	ERR4993952	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s010	AMPLICON	PCR	4959183	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993952/ERR4993952.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993952/13114.metcalf.40.s010.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s010	13114.metcalf.40.s010
PRJEB42019	SAMEA7723450	ERX4803439	ERR4993953	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s011	AMPLICON	PCR	7204575	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993953/ERR4993953.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993953/13114.metcalf.40.s011.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s011	13114.metcalf.40.s011
PRJEB42019	SAMEA7723451	ERX4803440	ERR4993954	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.40.s013	AMPLICON	PCR	5458850	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993954/ERR4993954.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993954/13114.metcalf.40.s013.R1.fastq.gz			qiita_sid_13114:13114.metcalf.40.s013	13114.metcalf.40.s013
PRJEB42019	SAMEA7723452	ERX4803441	ERR4993955	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s001	AMPLICON	PCR	1939291	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993955/ERR4993955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993955/13114.metcalf.81.s001.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s001	13114.metcalf.81.s001
PRJEB42019	SAMEA7723453	ERX4803442	ERR4993956	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s002	AMPLICON	PCR	3901409	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993956/ERR4993956.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993956/13114.metcalf.81.s002.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s002	13114.metcalf.81.s002
PRJEB42019	SAMEA7723454	ERX4803443	ERR4993957	540485	mouse skin metagenome	ILLUMINA	Illumina MiSeq	13114.metcalf.81.s003	AMPLICON	PCR	2396208	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993957/ERR4993957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993957/13114.metcalf.81.s003.R1.fastq.gz			qiita_sid_13114:13114.metcalf.81.s003	13114.metcalf.81.s003
PRJEB42019	SAMEA7723455	ERX4803444	ERR4993958	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s001	AMPLICON	PCR	3947207	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993958/ERR4993958.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993958/13114.minich.76.s001.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s001	13114.minich.76.s001
PRJEB42019	SAMEA7723456	ERX4803445	ERR4993959	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s002	AMPLICON	PCR	2586711	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993959/ERR4993959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993959/13114.minich.76.s002.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s002	13114.minich.76.s002
PRJEB42019	SAMEA7723457	ERX4803446	ERR4993960	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s003	AMPLICON	PCR	6696139	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993960/ERR4993960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993960/13114.minich.76.s003.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s003	13114.minich.76.s003
PRJEB42019	SAMEA7723458	ERX4803447	ERR4993961	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s004	AMPLICON	PCR	3530050	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993961/ERR4993961.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993961/13114.minich.76.s004.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s004	13114.minich.76.s004
PRJEB42019	SAMEA7723459	ERX4803448	ERR4993962	749906	gut metagenome	ILLUMINA	Illumina MiSeq	13114.minich.76.s005	AMPLICON	PCR	3448303	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993962/ERR4993962.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993962/13114.minich.76.s005.R1.fastq.gz			qiita_sid_13114:13114.minich.76.s005	13114.minich.76.s005
PRJEB42019	SAMEA7723460	ERX4803449	ERR4993963	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s001	AMPLICON	PCR	2757019	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993963/ERR4993963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993963/13114.pinto.63.s001.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s001	13114.pinto.63.s001
PRJEB42019	SAMEA7723461	ERX4803450	ERR4993964	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s003	AMPLICON	PCR	906	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993964/ERR4993964.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993964/13114.pinto.63.s003.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s003	13114.pinto.63.s003
PRJEB42019	SAMEA7723462	ERX4803451	ERR4993965	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s004	AMPLICON	PCR	4941610	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993965/ERR4993965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993965/13114.pinto.63.s004.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s004	13114.pinto.63.s004
PRJEB42019	SAMEA7723463	ERX4803452	ERR4993966	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s007	AMPLICON	PCR	3613905	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993966/ERR4993966.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993966/13114.pinto.63.s007.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s007	13114.pinto.63.s007
PRJEB42019	SAMEA7723464	ERX4803453	ERR4993967	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s008	AMPLICON	PCR	3267613	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993967/ERR4993967.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993967/13114.pinto.63.s008.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s008	13114.pinto.63.s008
PRJEB42019	SAMEA7723465	ERX4803454	ERR4993968	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s011	AMPLICON	PCR	4516937	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993968/ERR4993968.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993968/13114.pinto.63.s011.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s011	13114.pinto.63.s011
PRJEB42019	SAMEA7723466	ERX4803455	ERR4993969	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s013	AMPLICON	PCR	4560888	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993969/ERR4993969.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993969/13114.pinto.63.s013.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s013	13114.pinto.63.s013
PRJEB42019	SAMEA7723467	ERX4803456	ERR4993970	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s014	AMPLICON	PCR	3475668	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993970/ERR4993970.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993970/13114.pinto.63.s014.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s014	13114.pinto.63.s014
PRJEB42019	SAMEA7723468	ERX4803457	ERR4993971	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s015	AMPLICON	PCR	5830495	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993971/ERR4993971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993971/13114.pinto.63.s015.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s015	13114.pinto.63.s015
PRJEB42019	SAMEA7723469	ERX4803458	ERR4993972	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s019	AMPLICON	PCR	4095561	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993972/ERR4993972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993972/13114.pinto.63.s019.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s019	13114.pinto.63.s019
PRJEB42019	SAMEA7723470	ERX4803459	ERR4993973	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s020	AMPLICON	PCR	443748	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993973/ERR4993973.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993973/13114.pinto.63.s020.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s020	13114.pinto.63.s020
PRJEB42019	SAMEA7723471	ERX4803460	ERR4993974	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s021	AMPLICON	PCR	3766967	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993974/ERR4993974.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993974/13114.pinto.63.s021.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s021	13114.pinto.63.s021
PRJEB42019	SAMEA7723472	ERX4803461	ERR4993975	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s022	AMPLICON	PCR	3494693	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993975/ERR4993975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993975/13114.pinto.63.s022.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s022	13114.pinto.63.s022
PRJEB42019	SAMEA7723473	ERX4803462	ERR4993976	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s023	AMPLICON	PCR	782415	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993976/ERR4993976.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993976/13114.pinto.63.s023.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s023	13114.pinto.63.s023
PRJEB42019	SAMEA7723474	ERX4803463	ERR4993977	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s024	AMPLICON	PCR	4082773	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993977/ERR4993977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993977/13114.pinto.63.s024.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s024	13114.pinto.63.s024
PRJEB42019	SAMEA7723475	ERX4803464	ERR4993978	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s026	AMPLICON	PCR	6091835	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993978/ERR4993978.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993978/13114.pinto.63.s026.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s026	13114.pinto.63.s026
PRJEB42019	SAMEA7723476	ERX4803465	ERR4993979	1234904	insect metagenome	ILLUMINA	Illumina MiSeq	13114.pinto.63.s028	AMPLICON	PCR	4658453	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993979/ERR4993979.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993979/13114.pinto.63.s028.R1.fastq.gz			qiita_sid_13114:13114.pinto.63.s028	13114.pinto.63.s028
PRJEB42019	SAMEA7723477	ERX4803466	ERR4993980	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.84.s007	AMPLICON	PCR	5774845	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993980/ERR4993980.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993980/13114.rohwer.84.s007.R1.fastq.gz			qiita_sid_13114:13114.rohwer.84.s007	13114.rohwer.84.s007
PRJEB42019	SAMEA7723478	ERX4803467	ERR4993981	410658	soil metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.84.s008	AMPLICON	PCR	4203651	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993981/ERR4993981.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993981/13114.rohwer.84.s008.R1.fastq.gz			qiita_sid_13114:13114.rohwer.84.s008	13114.rohwer.84.s008
PRJEB42019	SAMEA7723479	ERX4803468	ERR4993982	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s002	AMPLICON	PCR	3693758	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993982/ERR4993982.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993982/13114.rohwer.85.s002.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s002	13114.rohwer.85.s002
PRJEB42019	SAMEA7723480	ERX4803469	ERR4993983	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s004	AMPLICON	PCR	3452298	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/003/ERR4993983/ERR4993983.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993983/13114.rohwer.85.s004.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s004	13114.rohwer.85.s004
PRJEB42019	SAMEA7723481	ERX4803470	ERR4993984	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s006	AMPLICON	PCR	5751573	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/004/ERR4993984/ERR4993984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993984/13114.rohwer.85.s006.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s006	13114.rohwer.85.s006
PRJEB42019	SAMEA7723482	ERX4803471	ERR4993985	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s008	AMPLICON	PCR	3659470	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/005/ERR4993985/ERR4993985.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993985/13114.rohwer.85.s008.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s008	13114.rohwer.85.s008
PRJEB42019	SAMEA7723483	ERX4803472	ERR4993986	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s009	AMPLICON	PCR	521228	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/006/ERR4993986/ERR4993986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993986/13114.rohwer.85.s009.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s009	13114.rohwer.85.s009
PRJEB42019	SAMEA7723484	ERX4803473	ERR4993987	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s010	AMPLICON	PCR	2809070	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/007/ERR4993987/ERR4993987.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993987/13114.rohwer.85.s010.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s010	13114.rohwer.85.s010
PRJEB42019	SAMEA7723485	ERX4803474	ERR4993988	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s011	AMPLICON	PCR	454591	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/008/ERR4993988/ERR4993988.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993988/13114.rohwer.85.s011.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s011	13114.rohwer.85.s011
PRJEB42019	SAMEA7723486	ERX4803475	ERR4993989	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s013	AMPLICON	PCR	152879	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/009/ERR4993989/ERR4993989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993989/13114.rohwer.85.s013.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s013	13114.rohwer.85.s013
PRJEB42019	SAMEA7723487	ERX4803476	ERR4993990	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s015	AMPLICON	PCR	195694	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/000/ERR4993990/ERR4993990.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993990/13114.rohwer.85.s015.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s015	13114.rohwer.85.s015
PRJEB42019	SAMEA7723488	ERX4803477	ERR4993991	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s016	AMPLICON	PCR	918279	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/001/ERR4993991/ERR4993991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993991/13114.rohwer.85.s016.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s016	13114.rohwer.85.s016
PRJEB42019	SAMEA7723489	ERX4803478	ERR4993992	412755	marine sediment metagenome	ILLUMINA	Illumina MiSeq	13114.rohwer.85.s017	AMPLICON	PCR	898640	2020-12-17	2020-12-16	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR499/002/ERR4993992/ERR4993992.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR499/ERR4993992/13114.rohwer.85.s017.R1.fastq.gz			qiita_sid_13114:13114.rohwer.85.s017	13114.rohwer.85.s017
